,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
20851,0,1,2,3,1,4,5,6,4,2.9334335706066028e-05,1.5953773694991178,100.0,0.015924439359284892,1.0000000000000004,simulated,simulated,simulated,4
20810,0,1,1,2,3,4,5,6,6,2.932999197713393e-05,1.5969803370645932,100.0,0.01594047337866858,1.0,simulated,simulated,simulated,3
21131,0,1,2,3,2,4,5,6,7,2.9328705295039725e-05,1.661963125679427,100.0,0.01659030255149901,1.0,simulated,simulated,simulated,2
20804,0,1,2,3,4,1,5,5,6,2.9314688827497548e-05,1.6236176084973368,100.0,0.01620686139614565,1.0,simulated,simulated,simulated,3
21049,0,1,2,3,4,5,6,1,2,2.925901822736776e-05,1.6468233419654972,100.0,0.016438974401427383,1.0,simulated,simulated,simulated,3
20971,0,1,2,3,1,4,5,6,5,2.9228191283925398e-05,1.5855460498797933,100.0,0.015826232307513788,1.0000000000000004,simulated,simulated,simulated,4
21116,0,1,2,3,4,5,6,5,7,2.9217645817425364e-05,1.717771979860939,100.0,0.017148502152791744,1.0,simulated,simulated,simulated,2
18048,0,1,2,3,4,2,5,5,1,2.919781923638176e-05,1.6051355896302846,100.0,0.016022158077066244,0.9999999999999997,simulated,simulated,simulated,4
20750,0,1,2,3,3,4,5,6,6,2.919474606866146e-05,1.5859726189319718,100.0,0.015830531443250837,1.0,simulated,simulated,simulated,4
20938,0,1,2,3,4,2,5,6,0,2.916701911193087e-05,1.6544626533658047,100.0,0.016515459514545895,1.0,simulated,simulated,simulated,3
20749,0,1,2,3,4,4,5,1,6,2.9135415095637995e-05,1.6236025864600325,100.0,0.016206890449504466,1.0000000000000004,simulated,simulated,simulated,4
20814,0,1,2,3,4,5,6,6,4,2.9131159082318447e-05,1.6653103939403695,100.0,0.016623972780321156,1.0,simulated,simulated,simulated,3
20975,0,1,2,3,1,1,4,5,6,2.9125990663736445e-05,1.5366943103460673,100.0,0.015337817112796717,1.0000000000000004,simulated,simulated,simulated,4
20023,0,1,2,3,4,4,5,5,5,2.9125596852530578e-05,1.6089823937463499,100.0,0.01606069834061075,1.0,simulated,simulated,simulated,4
20271,0,1,2,3,1,2,4,5,2,2.9086373342535055e-05,1.53173921878576,100.0,0.015288305814514845,1.0,simulated,simulated,simulated,4
20819,0,1,2,3,1,4,5,6,1,2.9079936064269063e-05,1.5746815273423522,100.0,0.015717735337359033,1.0,simulated,simulated,simulated,3
21087,0,1,2,3,4,1,5,6,1,2.9077144773070884e-05,1.6424768338555136,100.0,0.016395691193781845,1.0000000000000007,simulated,simulated,simulated,3
18187,0,1,2,3,1,2,4,4,5,2.90339985635768e-05,1.5059362838510544,100.0,0.015030328839946747,1.0,simulated,simulated,simulated,4
20859,0,1,2,3,3,2,4,5,6,2.902996831544158e-05,1.5555737907717284,100.0,0.015526707939401623,1.0000000000000004,simulated,simulated,simulated,4
20921,0,1,2,3,4,1,5,6,5,2.9016798679615263e-05,1.6513040289071432,100.0,0.016484023490391596,1.0,simulated,simulated,simulated,3
21143,0,1,2,3,4,5,6,7,3,2.9010499496218145e-05,1.71371628869685,100.0,0.017108152387472063,1.0,simulated,simulated,simulated,2
20983,0,1,2,3,4,5,6,2,2,2.9007490515819967e-05,1.6649807346873122,100.0,0.01662079985635708,1.0,simulated,simulated,simulated,4
20849,0,1,2,3,2,4,5,6,6,2.900140018025077e-05,1.640438608220738,100.0,0.01637538468202691,1.0000000000000007,simulated,simulated,simulated,3
20922,0,1,2,3,4,5,6,1,1,2.8967237249766242e-05,1.636765953849089,100.0,0.016338692301240906,1.0,simulated,simulated,simulated,4
20718,0,1,2,3,2,2,4,5,6,2.895470099595343e-05,1.594882193630749,100.0,0.015919867235311316,1.0000000000000004,simulated,simulated,simulated,4
18291,0,1,2,3,4,4,5,5,1,2.8893084800474256e-05,1.6044924713469417,100.0,0.016016031628668725,1.0,simulated,simulated,simulated,4
20981,0,1,2,3,4,4,5,6,0,2.8862284675135186e-05,1.6538195350824618,100.0,0.016509333066149264,1.0,simulated,simulated,simulated,3
20877,0,1,1,2,3,3,4,5,6,2.886047978689632e-05,1.5659383906210067,100.0,0.01563052342642295,1.0000000000000004,simulated,simulated,simulated,3
20757,0,1,2,3,4,5,6,1,5,2.8857689625239047e-05,1.6555723366923656,100.0,0.0165268656772982,1.0,simulated,simulated,simulated,4
21144,0,1,2,3,4,3,5,6,7,2.885424479392995e-05,1.6783405981353936,100.0,0.016754551736559785,1.0000000000000007,simulated,simulated,simulated,3
19989,0,1,2,3,1,4,5,5,2,2.8852867257622705e-05,1.5285139210731762,100.0,0.015256286343473919,1.0,simulated,simulated,simulated,5
20916,0,1,2,3,3,4,5,6,2,2.8848837010153616e-05,1.57815142799385,100.0,0.015752665442928127,1.0,simulated,simulated,simulated,4
20832,0,1,2,3,4,5,6,5,5,2.8830156490577963e-05,1.6906085615179172,100.0,0.016877255458688373,1.0,simulated,simulated,simulated,4
21118,0,1,2,3,4,5,6,4,7,2.880367648661064e-05,1.696880369355155,100.0,0.01694000001706472,1.0000000000000004,simulated,simulated,simulated,3
21243,3,7,6,2,4,0,5,4,1,2.8803676486388596e-05,1.6968803693551548,100.0,0.01694000001706494,1.0,"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",americas,real,3
21236,6,4,5,1,0,2,7,0,3,2.8803676486166552e-05,1.696880369355155,100.0,0.016940000017065165,1.0,Bora (Boran),americas,real,3
18387,0,1,2,3,1,1,4,5,5,2.8798685548725445e-05,1.5151697928873782,100.0,0.015122899243324836,1.0000000000000004,simulated,simulated,simulated,4
20962,0,1,2,3,4,5,6,6,0,2.8776304930477892e-05,1.648271545285664,100.0,0.016453939147925943,0.9999999999999992,simulated,simulated,simulated,3
20719,0,1,1,2,3,4,5,5,6,2.8774500042239026e-05,1.5603904008242089,100.0,0.01557512950819963,1.0,simulated,simulated,simulated,4
20883,0,1,2,3,4,5,6,1,6,2.875154520376455e-05,1.6457410170730409,100.0,0.016428658625526425,1.0000000000000004,simulated,simulated,simulated,4
19823,0,1,2,3,1,2,4,5,4,2.8736108415694517e-05,1.5336227042608608,100.0,0.015307490934192694,1.0000000000000004,simulated,simulated,simulated,4
18577,0,1,2,3,3,2,4,5,5,2.87026631995424e-05,1.5340492733130393,100.0,0.015311790069930631,1.0000000000000004,simulated,simulated,simulated,5
20845,0,1,1,2,3,4,5,6,1,2.869647470160608e-05,1.5773016208293178,100.0,0.01574431973359135,1.0,simulated,simulated,simulated,4
19794,0,1,2,3,4,1,5,5,2,2.864147465420075e-05,1.594271900100526,100.0,0.01591407752635084,0.9999999999999997,simulated,simulated,simulated,4
20977,0,1,2,3,3,4,5,5,6,2.86392541339886e-05,1.5493826826915877,100.0,0.01546518757278167,1.0,simulated,simulated,simulated,3
18277,0,1,2,3,4,2,5,5,4,2.8639076214087567e-05,1.613387048321437,100.0,0.016105231407000063,0.9999999999999997,simulated,simulated,simulated,4
21126,0,1,2,3,4,5,6,0,7,2.8631928549183172e-05,1.653210709283259,100.0,0.016503475164283188,1.0000000000000004,simulated,simulated,simulated,2
19500,0,1,2,3,2,2,4,5,5,2.8627395881164475e-05,1.57335767617206,100.0,0.015704949365839216,1.0000000000000004,simulated,simulated,simulated,4
21251,5,1,4,0,3,4,2,1,4,2.8609727262818296e-05,1.591934185979008,100.0,0.015890732132527043,0.9999999999999997,"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",americas,real,4
